Ac,5.901505837804631
Ag,6.078391017467445
Al,3.8186897559987383
As,5.659385915082775
Au,6.0714081080019
B,3.6613404040524578
Ba,4.673444033142937
Be,3.3030111153409254
Bi,6.177529306274296
Br,4.327349707516983
C,3.2934218876736003
Ca,4.222514845653184
Cd,5.249540138346305
Ce,6.058805312609236
Cl,3.6256894542564866
Co,4.977991272454783
Cr,4.553943776187321
Cs,3.772819739354951
Cu,6.733484648829346
Dy,5.203781781597144
Er,5.122152474835649
Eu,4.9907666708620235
F,2.868638797184236
Fe,4.233732776805989
Ga,5.011760020483412
Gd,4.984022791770896
Ge,5.487784887622505
H,3.035780762837542
He,1.6972745644515959
Hf,5.503843449533664
Hg,5.214891426379343
Ho,5.079617942116788
I,4.841324932598517
In,5.581955082178868
Ir,9.405831843508754
K,3.5956300152949363
Kr,1.5828911329804984
La,5.502703524578376
Li,3.9963010466483446
Lu,4.891855549303443
Mg,4.114549740604446
Mn,4.56239952626866
Mo,4.683180822933199
N,4.806960321008278
Na,3.716215912383169
Nb,5.357219186355207
Nd,5.212912802013597
Ni,4.310135158457979
Np,2.6560764113681343
O,4.25598897706866
Os,9.577987100029143
P,3.9723597396817567
Pa,3.415938580900919
Pb,6.1894256137500685
Pd,4.891901670296903
Pm,3.005229588226788
Pr,5.436345093100569
Pt,7.064191977355013
Pu,2.9911828863374876
Rb,3.5072512855211797
Re,4.7543068436553835
Rh,8.718419194854059
Ru,8.543082866221381
S,6.137262861210443
Sb,5.723235488290997
Sc,4.413941846196528
Se,6.858185325503505
Si,3.9944336785196466
Sm,5.434656665702331
Sn,5.506263673602747
Sr,4.7371078007213905
Ta,5.289667994127009
Tb,5.357347607379785
Tc,4.941858962522104
Te,7.058080616271821
Th,5.628453793373504
Ti,5.249100011747913
Tl,5.436001471114261
Tm,4.986813271299023
U,4.144742949369802
V,4.338357193922916
W,4.980522801610607
Xe,2.3935458873142634
Y,4.532737337761118
Zn,4.673609017147283
Zr,5.217305959560088
